,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
5019,15160,4355.982388,1.0,0.0,0.0,0.0,305.985578,0.0,0.0,0.0,0.166667,2,0,7500.0,1188.602797,1142.583303,0.0,12,Target
5022,15163,4719.819043,1.0,2143.73,1292.78,850.95,146.547709,0.5,0.416667,0.333333,0.083333,1,28,12500.0,1031.151095,1032.193959,0.0,12,Target
5026,15167,4587.062247999999,1.0,333.28,0.0,333.28,77.956377,0.583333,0.0,0.583333,0.083333,1,8,5000.0,1234.8095369999999,1673.959822,0.0,12,Target
5054,15196,6257.390415999999,1.0,9228.97,9081.24,147.73,0.0,1.0,1.0,0.916667,0.0,0,85,9400.0,2139.2780620000003,3537.1018759999997,0.0,12,Target
5061,15203,5665.802895000001,1.0,0.0,0.0,0.0,10507.87257,0.0,0.0,0.0,0.416667,9,0,10500.0,1290.753615,1629.315325,0.0,12,Target
5068,15211,4295.964134000001,1.0,0.0,0.0,0.0,4505.063338,0.0,0.0,0.0,0.416667,18,0,7500.0,934.137744,1259.264875,0.0,12,Target
5111,15256,7057.5242370000005,1.0,2761.76,163.0,2598.76,2317.636143,0.916667,0.166667,0.75,0.25,5,121,7000.0,3083.16422,8724.958739,0.0,12,Target
5132,15277,5772.2502859999995,1.0,255.25,150.0,105.25,2969.9359600000003,0.25,0.083333,0.166667,0.5,20,4,6500.0,1385.482263,1378.644403,0.0,12,Target
5139,15284,5861.100691,1.0,64.71,64.71,0.0,9799.529884,0.083333,0.083333,0.0,0.583333,35,2,9000.0,7371.459398999999,2791.366849,0.083333,12,Target
5154,15299,5292.264382,1.0,0.0,0.0,0.0,3383.299741,0.0,0.0,0.0,0.666667,9,0,8000.0,994.2101869999999,1051.7093029999999,0.0,9,Target
5171,15316,4785.789559000001,1.0,0.0,0.0,0.0,8422.554694,0.0,0.0,0.0,0.875,25,0,9500.0,687.474829,1010.781349,0.0,8,Target
5178,15323,5598.352813,1.0,0.0,0.0,0.0,2698.171001,0.0,0.0,0.0,0.583333,26,0,6000.0,1421.321273,1718.4626879999998,0.0,12,Target
5201,15347,5194.184491,1.0,73.42,73.42,0.0,1101.178394,0.083333,0.083333,0.0,0.166667,3,1,9500.0,1465.7474849999999,1141.6332960000002,0.0,12,Target
5204,15350,5829.92767,1.0,0.0,0.0,0.0,306.064982,0.0,0.0,0.0,0.25,4,0,6500.0,1438.8952800000002,2351.635775,0.0,12,Target
5208,15354,8073.052656,1.0,2588.69,1592.99,995.7,1857.7290489999998,1.0,0.833333,0.833333,0.333333,9,39,11500.0,2435.285131,2828.269468,0.0,12,Target
5226,15373,4364.016237,1.0,2711.9,2711.9,0.0,908.150316,1.0,1.0,0.0,0.083333,1,12,9500.0,2428.395411,1040.884331,0.0,12,Target
5255,15402,7907.725211,1.0,1685.19,1552.31,132.88,8253.390661,0.833333,0.75,0.166667,0.416667,14,27,18500.0,19841.25737,2025.8364829999998,0.090909,12,Target
5281,15429,16115.5964,1.0,684.74,105.3,579.44,4354.002428,1.0,0.083333,1.0,0.583333,15,15,18000.0,3546.06155,5743.736444,0.0,12,Target
5282,15430,5238.915225,1.0,270.0,270.0,0.0,2706.554295,0.166667,0.166667,0.0,0.666667,14,3,6000.0,1259.203988,1197.398596,0.0,12,Target
5287,15436,7268.70638,1.0,306.91,306.91,0.0,12702.4277,0.272727,0.272727,0.0,1.0,93,4,12000.0,3512.6337840000006,2096.962594,0.0,11,Target
5295,15444,4476.6344420000005,1.0,0.0,0.0,0.0,6118.973106,0.0,0.0,0.0,0.416667,20,0,6000.0,3395.637883,1532.092391,0.0,12,Target
5296,15445,6069.720872999999,1.0,0.0,0.0,0.0,3189.058341,0.0,0.0,0.0,0.166667,2,0,12000.0,3357.9440329999998,1437.438437,0.0,12,Target
5298,15448,5044.179003,1.0,966.6,0.0,966.6,774.254505,1.0,0.0,1.0,0.083333,3,48,4500.0,3332.360525,31871.36379,0.0,12,Target
5311,15462,7468.0120099999995,1.0,1569.41,796.07,773.34,4500.288676,0.545455,0.454545,0.363636,0.272727,7,10,8700.0,2162.94335,4628.802111,0.0,11,Target
5312,15463,7395.88757,1.0,0.0,0.0,0.0,4507.523293,0.0,0.0,0.0,1.0,31,0,8500.0,2902.821241,2869.727066,0.0,12,Target
5319,15471,5481.738308,1.0,0.0,0.0,0.0,8896.92309,0.0,0.0,0.0,1.0,80,0,9000.0,13652.754319999998,1343.9853970000001,0.0,12,Target
5338,15490,8419.737786,1.0,3050.48,1475.56,1574.92,2127.489462,1.0,1.0,1.0,0.25,5,67,12300.0,3298.741768,4239.303788,0.0,12,Target
5340,15492,7030.446043000001,1.0,3747.12,1053.08,2694.04,266.71005099999996,1.0,0.25,1.0,0.083333,1,70,14000.0,1968.080891,1635.841661,0.0,12,Target
5341,15493,7091.028361,1.0,0.0,0.0,0.0,2137.809373,0.0,0.0,0.0,0.25,5,0,8500.0,1835.3618420000003,2701.5843370000002,0.0,12,Target
5345,15497,8670.048011,1.0,0.0,0.0,0.0,7738.744823,0.0,0.0,0.0,0.666667,17,0,12500.0,10496.24166,2094.307389,0.0,12,Target
5358,15510,6372.182817,1.0,22101.78,22101.78,0.0,19513.474830000003,0.333333,0.333333,0.0,0.666667,35,40,7500.0,39461.9658,6764.853481,0.25,12,Target
5360,15512,4800.168978,1.0,0.0,0.0,0.0,4491.730795,0.0,0.0,0.0,0.272727,11,0,9000.0,1134.482984,1092.950836,0.0,11,Target
5367,15520,4375.764064,1.0,1016.41,0.0,1016.41,252.583938,0.916667,0.0,0.833333,0.083333,1,12,10000.0,1133.8063220000001,1165.4184300000002,0.0,12,Target
5370,15523,4738.804193999999,1.0,0.0,0.0,0.0,3814.3131340000004,0.0,0.0,0.0,0.833333,27,0,7000.0,1374.8495890000002,1159.813479,0.0,12,Target
5374,15527,5058.555256000001,1.0,0.0,0.0,0.0,2915.339463,0.0,0.0,0.0,0.666667,8,0,7000.0,1689.268612,1198.874608,0.0,12,Target
5408,15561,5678.479456,1.0,0.0,0.0,0.0,2677.463375,0.0,0.0,0.0,0.666667,35,0,9500.0,1259.7209560000001,1479.53625,0.0,12,Target
5422,15575,6958.239973999999,1.0,0.0,0.0,0.0,3482.6995060000004,0.0,0.0,0.0,0.166667,2,0,7500.0,3688.2174520000003,1752.6571149999997,0.0,12,Target
5423,15576,5965.535557,1.0,0.0,0.0,0.0,419.177619,0.0,0.0,0.0,0.583333,7,0,6000.0,1495.067426,2221.880048,0.0,12,Target
5440,15593,4694.6716049999995,1.0,0.0,0.0,0.0,4174.716471,0.0,0.0,0.0,0.5,14,0,12000.0,8919.228234,1075.889659,0.0,12,Target
5446,15599,4837.8357049999995,0.909091,1283.4,1140.9,142.5,6312.335558,0.818182,0.818182,0.090909,1.0,24,34,4500.0,5190.696125,6825.442029999999,0.0,11,Target
5450,15603,5825.38367,1.0,3426.12,2369.78,1056.34,570.064013,1.0,0.666667,0.916667,0.166667,2,39,17000.0,2925.0205260000002,1463.588692,0.0,12,Target
5460,15613,8978.156324,1.0,482.88,325.52,157.36,72.44379,0.75,0.5,0.75,0.083333,1,15,9500.0,2112.619409,5817.0791420000005,0.0,12,Target
5488,15642,16304.88925,1.0,1770.57,0.0,1770.57,7424.0944469999995,0.5,0.0,0.416667,0.666667,13,9,19000.0,5337.961195,8345.641905,0.0,12,Target
5489,15643,5825.2877,1.0,230.0,230.0,0.0,1909.594385,0.083333,0.083333,0.0,0.25,3,1,7000.0,1537.817125,1442.0755589999999,0.0,12,Target
5499,15653,5604.357612,0.909091,0.0,0.0,0.0,6067.586592000001,0.0,0.0,0.0,0.727273,15,0,6500.0,1255.546074,1542.906309,0.0,11,Target
5514,15669,6976.346140000001,1.0,2552.1,2080.01,472.09,377.85546,1.0,0.916667,0.833333,0.083333,1,50,9000.0,1850.3325309999998,2024.379006,0.0,12,Target
5544,15700,10495.73934,1.0,5038.27,1940.88,3097.39,0.0,1.0,0.5,1.0,0.0,0,108,14500.0,2564.857063,4606.755937,0.0,12,Target
5553,15709,4612.147149,1.0,0.0,0.0,0.0,2260.623056,0.0,0.0,0.0,0.25,4,0,6500.0,1210.9845,1565.678756,0.0,12,Target
5563,15719,5182.092727,1.0,3183.43,1049.3,2134.13,445.337568,1.0,0.25,1.0,0.166667,7,67,6000.0,2400.8618890000002,2257.788425,0.0,12,Target
5580,15736,6090.22908,1.0,1583.23,1583.23,0.0,8983.561279000001,0.666667,0.666667,0.0,0.333333,11,8,7000.0,8054.4850799999995,1805.455623,0.083333,12,Target
5585,15741,8737.860241,1.0,0.0,0.0,0.0,5424.78258,0.0,0.0,0.0,0.916667,24,0,10500.0,2804.040289,2312.2509170000003,0.0,12,Target
5610,15766,9166.016365000001,1.0,0.0,0.0,0.0,2911.322626,0.0,0.0,0.0,0.333333,8,0,10500.0,2335.737316,3361.046714,0.0,12,Target
5622,15779,8894.553534,1.0,476.84,476.84,0.0,6098.490836,0.166667,0.166667,0.0,0.583333,16,3,12000.0,2163.376448,2871.461432,0.0,12,Target
5636,15794,4506.810924,1.0,0.0,0.0,0.0,312.118407,0.0,0.0,0.0,0.363636,7,0,5000.0,1194.027733,1726.5741280000002,0.0,11,Target
5657,15815,4628.109931,1.0,912.54,0.0,912.54,0.0,1.0,0.0,1.0,0.0,0,21,5000.0,3746.3057590000003,56370.041170000004,0.0,12,Target
5666,15824,5585.30457,1.0,515.28,0.0,515.28,656.485086,1.0,0.0,1.0,0.25,4,12,6000.0,1353.941998,2230.75253,0.0,12,Target
5678,15836,4539.8393829999995,1.0,384.0,209.0,175.0,74.101229,1.0,0.083333,0.916667,0.083333,1,13,5000.0,879.549573,2035.107418,0.0,12,Target
5704,15863,4593.098361,0.777778,0.0,0.0,0.0,6944.484734999999,0.0,0.0,0.0,0.333333,9,0,7000.0,1108.771839,1744.975926,0.0,9,Target
5716,15875,6851.39075,0.909091,4004.0,117.0,3887.0,10616.27014,0.909091,0.181818,0.818182,0.363636,17,18,7500.0,6746.5317,22011.7798,0.0,11,Target
5721,15880,7886.777059,1.0,0.0,0.0,0.0,12876.043609999999,0.0,0.0,0.0,0.454545,20,0,12000.0,11080.9622,2275.686103,0.090909,11,Target
5733,15893,7834.073316,1.0,239.58,0.0,239.58,5160.785017,0.083333,0.0,0.083333,0.333333,5,2,12000.0,8848.955995999999,2295.921053,0.0,12,Target
5737,15897,10243.14763,1.0,0.0,0.0,66.95,4501.06755,0.0,0.0,0.083333,0.25,5,0,13000.0,1882.4909739999998,5624.605818,0.0,12,Target
5741,15901,4932.396527,1.0,0.0,0.0,0.0,245.59657799999997,0.0,0.0,0.0,0.166667,3,0,6000.0,5403.894447,14437.12209,0.0,12,Target
5754,15915,6241.937842,1.0,0.0,0.0,0.0,11071.933640000001,0.0,0.0,0.0,0.333333,4,0,12000.0,12181.03139,1475.203723,0.090909,12,Target
5771,15932,4450.9572259999995,1.0,8445.96,1987.85,6458.11,0.0,1.0,0.75,1.0,0.0,0,224,6500.0,4792.662317,1124.614121,0.0,12,Target
5774,15935,4940.113918,1.0,814.66,814.66,0.0,908.434086,0.583333,0.583333,0.0,0.083333,1,8,10000.0,1904.849069,1428.0294390000001,0.0,12,Target
5788,15950,4646.574386,1.0,773.22,760.16,13.06,0.0,0.833333,0.833333,0.083333,0.0,0,16,4900.0,1379.043262,2171.800125,0.0,12,Target
5789,15951,6223.1739689999995,1.0,0.0,0.0,0.0,3607.8766229999997,0.0,0.0,0.0,0.25,5,0,7500.0,1373.7953029999999,1450.180855,0.0,12,Target
5794,15956,5938.788939,1.0,3394.94,1705.78,1689.16,0.0,1.0,0.833333,0.916667,0.0,0,59,12000.0,1367.537734,1374.956496,0.0,12,Target
5796,15958,4735.107991,1.0,0.0,0.0,0.0,2934.049373,0.0,0.0,0.0,0.333333,10,0,6000.0,1141.819186,1469.022473,0.0,12,Target
5824,15987,4672.628863,1.0,483.02,99.0,384.02,1168.4931880000001,1.0,0.083333,1.0,0.166667,2,25,8500.0,1476.0284609999999,1151.108962,0.0,12,Target
5830,15993,8038.893195000001,1.0,0.0,0.0,0.0,197.91558600000002,0.0,0.0,0.0,0.166667,8,0,9000.0,3569.182969,43132.72823,0.0,12,Target
5842,16005,7969.504856999999,1.0,0.0,0.0,0.0,4714.040663000001,0.0,0.0,0.0,0.5,16,0,11500.0,2184.4468469999997,2086.5456329999997,0.0,12,Target
5850,16014,4707.223656,1.0,896.46,600.01,296.45,5740.678318,0.416667,0.083333,0.333333,0.416667,7,13,6500.0,7332.868891,1339.173048,0.0,12,Target
5854,16018,5429.372649,1.0,493.1,0.0,493.1,0.0,0.5,0.0,0.5,0.0,0,6,12000.0,1415.589572,1440.327788,0.0,12,Target
5856,16020,5172.929286,1.0,3030.33,715.29,2315.04,5573.357964,1.0,0.5,1.0,0.583333,21,22,7500.0,10141.66717,1734.593075,0.0,12,Target
5887,16053,5589.888793,1.0,454.36,454.36,0.0,4441.706964,0.166667,0.166667,0.0,0.833333,30,7,6600.0,1767.288568,1866.8589309999998,0.0,12,Target
5913,16079,13777.377719999999,1.0,0.0,0.0,0.0,1675.249576,0.0,0.0,0.0,0.666667,11,0,14500.0,3054.844697,3242.471295,0.0,12,Target
5934,16100,4611.724712,1.0,0.0,0.0,0.0,2686.074313,0.0,0.0,0.0,0.22222199999999998,2,0,6000.0,674.702724,1102.054684,0.0,9,Target
5944,16110,6245.256644,1.0,539.55,0.0,539.55,2804.6305899999998,0.833333,0.0,0.75,0.083333,2,32,6500.0,1405.944742,3269.298234,0.0,12,Target
5952,16118,5058.299635,1.0,968.43,240.0,728.43,4968.817936,1.0,0.083333,1.0,0.416667,13,32,8000.0,1899.738286,1600.26917,0.0,12,Target
5968,16134,6022.224462,1.0,0.0,0.0,0.0,4111.465632,0.0,0.0,0.0,0.166667,6,0,7000.0,4560.775720000001,42629.55117,0.0,12,Target
5981,16147,4663.039011,1.0,3908.26,3908.26,0.0,0.0,1.0,1.0,0.0,0.0,0,12,9000.0,2226.722088,1145.1971019999999,0.0,12,Target
5989,16157,9376.987835,1.0,0.0,0.0,0.0,1073.873304,0.0,0.0,0.0,0.166667,3,0,17500.0,2803.423946,2962.908954,0.0,12,Target
6004,16173,5481.0949359999995,1.0,249.75,0.0,249.75,755.925861,0.25,0.0,0.166667,0.25,5,3,6000.0,1715.6819449999998,1700.897107,0.0,12,Target
6028,16198,4507.000722,1.0,7394.18,2288.2,5105.98,5424.7017909999995,1.0,0.916667,1.0,0.833333,40,130,11000.0,10460.87946,1076.5895,0.0,12,Target
6040,16210,5366.532372,1.0,5251.08,2875.1,2375.98,744.096753,1.0,0.5,0.916667,0.25,3,44,11000.0,1429.348596,1660.393651,0.0,12,Target
6046,16217,6495.510054,1.0,716.76,0.0,716.76,6771.644515000001,1.0,0.0,0.916667,0.166667,5,12,10000.0,1215.678547,2348.721844,0.0,12,Target
6049,16220,5005.774990999999,1.0,4837.22,3513.45,1323.77,0.0,0.916667,0.666667,0.833333,0.0,0,50,12500.0,2400.932909,1189.7080839999999,0.0,12,Target
6074,16245,5478.956337,1.0,0.0,0.0,0.0,2925.736794,0.0,0.0,0.0,0.416667,6,0,6500.0,1109.464387,1961.996767,0.0,12,Target
6076,16247,5063.070919,1.0,2742.33,517.3,2225.03,367.91540299999997,0.916667,0.75,0.916667,0.083333,1,31,7500.0,11263.92185,3417.4591909999995,0.083333,12,Target
6078,16249,9749.239121999999,1.0,1552.63,0.0,1552.63,5139.766338,1.0,0.0,1.0,0.416667,12,68,11000.0,2999.648846,4415.280009,0.0,12,Target
6093,16264,4962.753828,1.0,618.4,618.4,0.0,2555.1037149999997,1.0,1.0,0.0,0.166667,2,12,7000.0,2412.673715,1565.706094,0.0,12,Target
6132,16303,5204.383263000001,0.9,0.0,0.0,0.0,6803.548940000001,0.0,0.0,0.0,0.5,17,0,7000.0,1161.616486,1969.9595539999998,0.0,10,Target
6161,16332,6643.1874450000005,1.0,202.69,202.69,0.0,5107.669643,0.083333,0.083333,0.0,0.333333,12,1,11000.0,2856.272258,1505.988113,0.0,12,Target
6181,16353,5314.739321999999,1.0,0.0,0.0,0.0,3596.09665,0.0,0.0,0.0,0.583333,20,0,8000.0,1582.770873,2632.897525,0.0,12,Target
6184,16356,4755.943819,1.0,3785.85,3583.95,201.9,529.171674,1.0,1.0,0.166667,0.416667,12,46,10500.0,1212.369561,991.4355320000001,0.0,12,Target
6205,16378,4926.540711,1.0,226.63,164.79,61.84,1893.5812019999998,0.25,0.25,0.083333,0.25,4,5,5500.0,974.445304,2314.631472,0.0,12,Target
6219,16392,5719.149672,1.0,1611.04,1447.64,163.4,5034.877748,0.916667,0.333333,0.833333,0.083333,1,27,9000.0,4997.375402000001,1783.558275,0.0,12,Target
6223,16396,7845.126724,1.0,396.0,0.0,396.0,11070.56623,1.0,0.0,1.0,0.416667,15,12,12000.0,9676.278565999999,2252.899777,0.083333,12,Target
6244,16418,5032.709807,1.0,0.0,0.0,0.0,2996.684234,0.0,0.0,0.0,0.5,8,0,7000.0,1065.6481119999999,1175.224249,0.0,12,Target
6264,16439,4652.5182700000005,1.0,4042.41,2731.38,1311.03,3581.3768229999996,1.0,0.666667,1.0,0.333333,7,73,5000.0,7633.554879,4192.565071,0.0,12,Target
6288,16463,8692.806679000001,1.0,1022.77,1022.77,0.0,2970.9793600000003,0.5,0.5,0.0,0.25,4,6,9000.0,5960.192059,6357.931772,0.0,12,Target
6293,16468,6557.146925999999,1.0,354.27,354.27,0.0,2943.653759,0.166667,0.166667,0.0,0.583333,18,5,7000.0,1606.554704,2474.330298,0.0,12,Target
6294,16469,4892.213739,1.0,0.0,0.0,0.0,1086.316757,0.0,0.0,0.0,0.333333,5,0,11000.0,1148.224685,1155.856775,0.0,12,Target
6318,16493,4709.860768,1.0,0.0,0.0,0.0,3832.366931,0.0,0.0,0.0,0.333333,8,0,6000.0,1239.821726,1464.809088,0.0,12,Target
6333,16508,5239.146869,1.0,57.91,57.91,0.0,2973.966812,0.083333,0.083333,0.0,0.25,4,1,6000.0,1218.1147529999998,1737.0337539999998,0.0,12,Target
6346,16521,6955.119532,1.0,0.0,0.0,0.0,4944.926593,0.0,0.0,0.0,0.416667,5,0,10500.0,1734.23239,2072.364499,0.0,12,Target
6351,16526,6398.233171,1.0,0.0,0.0,0.0,233.38167,0.0,0.0,0.0,0.083333,1,0,9500.0,1693.2700109999998,2525.860166,0.0,12,Target
6382,16557,7803.071972,1.0,1000.55,0.0,1000.55,1490.239239,1.0,0.0,1.0,0.333333,6,35,8000.0,3478.3207939999998,2722.218432,0.0,12,Target
6419,16595,6255.078200999999,1.0,195.29,124.17,71.12,2881.905049,0.5,0.083333,0.333333,0.416667,10,9,7500.0,1797.8631870000002,1926.996357,0.0,12,Target
6433,16609,6650.001408,1.0,275.38,235.71,39.67,494.997609,0.25,0.166667,0.166667,0.333333,9,7,15500.0,1386.144517,1538.648155,0.0,12,Target
6445,16621,8929.533392,1.0,0.0,0.0,0.0,7165.12654,0.0,0.0,0.0,0.5,8,0,13000.0,2119.6671579999997,2223.059565,0.0,12,Target
6455,16632,9110.968989,1.0,1490.75,1490.75,0.0,20277.33112,0.166667,0.166667,0.0,0.333333,22,5,11000.0,19740.74802,2684.226743,0.0,12,Target
6459,16636,5718.507585,1.0,4717.77,851.58,3866.19,3584.2654899999998,1.0,0.416667,0.916667,0.5,10,85,6000.0,8880.955481,3629.253811,0.0,12,Target
6474,16652,7337.853622,1.0,0.0,0.0,0.0,3889.579805,0.0,0.0,0.0,0.75,21,0,9000.0,2526.1861559999998,2075.774372,0.0,12,Target
6479,16657,11304.51755,1.0,105.83,105.83,0.0,3451.163531,0.333333,0.333333,0.0,0.583333,12,4,11500.0,1987.2236260000002,5037.23698,0.0,12,Target
6521,16700,5636.3898149999995,1.0,645.55,645.55,0.0,1190.251389,0.5,0.5,0.0,0.416667,15,14,6500.0,1334.8951240000001,1301.852155,0.0,12,Target
6538,16717,5354.53794,1.0,0.0,0.0,0.0,8504.909506999998,0.0,0.0,0.0,0.916667,21,0,7500.0,6438.405866,1246.14055,0.0,12,Target
6568,16747,6306.826232,1.0,0.0,0.0,0.0,3090.205975,0.0,0.0,0.0,0.916667,21,0,7500.0,1396.433544,1391.5192960000002,0.0,12,Target
6598,16779,5091.643375,1.0,0.0,0.0,0.0,2302.860148,0.0,0.0,0.0,0.5,10,0,6000.0,1315.48708,1815.957627,0.0,12,Target
6600,16781,8465.296023,1.0,1066.91,817.43,249.48,1870.4674109999999,1.0,0.166667,0.916667,0.083333,1,23,17150.0,1742.7756160000001,2037.922023,0.0,12,Target
6629,16812,16259.448569999999,1.0,5024.68,3582.45,1442.23,328.698275,1.0,0.833333,1.0,0.083333,2,143,18000.0,4987.235359,5137.504664,0.0,12,Target
6635,16818,4972.108843,1.0,2072.57,45.65,2026.92,0.0,1.0,0.083333,1.0,0.0,0,37,4500.0,1497.318035,29019.802880000003,0.0,12,Target
6653,16837,6280.767092,1.0,0.0,0.0,0.0,3385.3394869999997,0.0,0.0,0.0,0.25,9,0,10500.0,1782.2810600000003,1685.7219899999998,0.0,12,Target
6670,16857,5487.071215999999,1.0,2435.09,518.05,1917.04,3052.71063,0.916667,0.083333,0.916667,0.333333,4,25,7500.0,1298.306155,1309.041902,0.0,12,Target
6681,16868,5211.797605,1.0,169.67,169.67,0.0,5607.28304,0.083333,0.083333,0.0,0.083333,1,1,6000.0,6080.457549000001,1851.182443,0.0,12,Target
6716,16904,5699.475671,1.0,0.0,0.0,0.0,1423.440294,0.0,0.0,0.0,0.333333,7,0,6000.0,1422.889138,1925.3414329999998,0.0,12,Target
6781,16969,6767.138782999999,1.0,999.97,807.71,192.26,1960.373647,0.75,0.416667,0.416667,0.166667,2,17,7500.0,4114.602852,2987.684451,0.0,12,Target
6806,16994,7196.553011,1.0,0.0,0.0,0.0,8195.684678,0.0,0.0,0.0,0.5,7,0,9000.0,3335.3032,1349.647209,0.0,10,Target
6826,17014,6342.5619719999995,1.0,0.0,0.0,0.0,3444.929414,0.0,0.0,0.0,0.25,4,0,10500.0,1351.732415,1342.524091,0.0,12,Target
6838,17026,9321.555794,1.0,334.9,0.0,334.9,9463.245088,1.0,0.0,0.916667,0.083333,5,12,10000.0,2029.431421,3506.66581,0.0,12,Target
6851,17039,5899.427294,1.0,0.0,0.0,0.0,2845.745739,0.0,0.0,0.0,0.416667,7,0,9000.0,2760.879055,3172.6802420000004,0.0,12,Target
6905,17094,5429.735607,1.0,1000.0,1000.0,0.0,3807.6880189999997,0.333333,0.333333,0.0,0.5,10,4,6000.0,2686.360691,4471.491241,0.0,12,Target
7050,17242,5890.807655,1.0,901.6,901.6,0.0,4589.501068,0.75,0.75,0.0,0.5,17,24,10750.0,1366.8898279999999,1407.8841730000001,0.0,12,Target
7122,17315,5577.636715,1.0,5244.8,2089.74,3155.06,0.0,1.0,0.75,1.0,0.0,0,70,12500.0,2823.945882,1749.125129,0.0,12,Target
7132,17325,9024.812044,1.0,0.0,0.0,0.0,2750.442399,0.0,0.0,0.0,0.083333,2,0,9000.0,302.48422400000004,61031.6186,0.0,12,Target
7222,17417,6262.211034,1.0,1456.07,76.07,1380.0,5425.912807,0.333333,0.083333,0.25,0.416667,16,8,10500.0,6933.817424,1823.2899539999999,0.0,12,Target
7273,17469,6681.371469,0.833333,2968.2,2968.2,0.0,7709.347455,0.166667,0.166667,0.0,0.166667,2,26,9000.0,3035.412729,3142.889196,0.0,6,Target
7276,17472,6256.556896,1.0,0.0,0.0,0.0,2045.7313589999999,0.0,0.0,0.0,0.416667,14,0,6500.0,1573.751794,2135.483305,0.0,12,Target
7375,17576,6105.102208,1.0,248.73,0.0,248.73,8554.169845999999,0.083333,0.0,0.083333,0.75,49,2,9000.0,1824.639869,2173.252529,0.0,12,Target
7427,17630,9220.534572,1.0,1420.31,777.66,642.65,9816.782544,1.0,0.25,1.0,0.833333,29,77,12500.0,4257.372749,4696.075967,0.0,12,Target
7428,17631,6631.790101,1.0,74.17,74.17,0.0,4618.934859,0.090909,0.090909,0.0,0.454545,10,1,9000.0,1652.0296529999998,1516.8927449999999,0.0,11,Target
7513,17716,6388.820712,1.0,5154.75,1622.06,3532.69,0.0,1.0,0.5,1.0,0.0,0,115,9500.0,6436.518476,1823.789613,0.0,12,Target
7596,17802,7114.235620999999,1.0,1072.24,1000.0,72.24,2088.2130859999997,0.666667,0.083333,0.583333,0.25,7,9,10000.0,1837.7509489999998,2449.812844,0.0,12,Target
7645,17851,7081.171387,1.0,0.0,0.0,0.0,26194.04954,0.0,0.0,0.0,0.909091,69,0,9000.0,20191.3077,1926.017588,0.22222199999999998,11,Target
7684,17890,6482.798242,1.0,0.0,0.0,0.0,706.910571,0.0,0.0,0.0,0.083333,2,0,7500.0,4630.5931359999995,2439.310585,0.0,12,Target
7764,17975,10856.48301,1.0,45.65,45.65,0.0,5096.886673,0.083333,0.083333,0.0,0.25,5,1,14500.0,2670.733732,2917.469357,0.0,12,Target
7962,18177,13318.65912,1.0,3504.74,3266.29,238.45,1306.849608,0.636364,0.545455,0.272727,0.181818,3,16,17500.0,2594.820938,4762.246065,0.0,11,Target
8151,18371,7215.19576,1.0,0.0,0.0,0.0,7275.716281,0.0,0.0,0.0,0.166667,1,0,7500.0,809.1791929999999,1639.238121,0.0,6,Target
8705,18942,7302.672686,1.0,0.0,0.0,0.0,10762.70776,0.0,0.0,0.0,0.75,19,0,9000.0,3824.308564,2214.506825,0.0,12,Target
6,10007,627.260806,1.0,7091.01,6402.63,688.38,0.0,1.0,1.0,1.0,0.0,0,64,13500.0,6354.314328,198.065894,1.0,12,Target
125,10131,2392.917738,1.0,12462.44,12462.44,0.0,0.0,0.916667,0.916667,0.0,0.0,0,217,2800.0,11628.71557,2000.990921,0.0,12,Target
158,10164,2765.7482809999997,1.0,7283.31,5087.31,2196.0,0.0,1.0,1.0,0.666667,0.0,0,77,11000.0,14373.3929,1058.128452,0.25,12,Target
171,10177,975.942008,1.0,10221.35,7141.38,3079.97,1620.685551,1.0,1.0,0.833333,0.583333,18,130,10500.0,10693.49585,347.641073,0.75,12,Target
229,10238,2723.3692170000004,0.909091,10410.49,1158.84,9251.65,0.0,0.75,0.666667,0.583333,0.0,0,41,19500.0,9695.650901,726.696049,0.363636,12,Target
262,10273,2041.4800460000001,1.0,7323.38,4944.88,2378.5,191.331735,1.0,0.833333,0.75,0.083333,1,81,3000.0,3792.0950789999997,1737.8938660000001,0.083333,12,Target
485,10507,204.329381,1.0,6558.55,6558.55,0.0,0.0,1.0,1.0,0.0,0.0,0,74,7000.0,5872.707939,169.703195,0.916667,12,Target
492,10514,813.185305,1.0,8194.05,7280.27,913.78,0.0,1.0,1.0,1.0,0.0,0,121,6000.0,7069.804042,216.277252,0.583333,12,Target
507,10529,2643.343414,1.0,26402.39,22257.39,4145.0,0.0,1.0,1.0,0.333333,0.0,0,114,16500.0,24529.27662,534.032339,1.0,12,Target
511,10534,2549.128288,1.0,13771.63,4503.31,9268.32,0.0,1.0,0.5,1.0,0.0,0,83,14500.0,16826.424430000003,451.63608099999993,0.25,12,Target
544,10568,950.563525,0.909091,7479.95,7479.95,0.0,0.0,0.818182,0.818182,0.0,0.0,0,14,15000.0,7521.226078,319.437528,0.8888889999999999,11,Target
